candidate_id,Godzina rozpoczęcia,Godzina ukończenia,Adres e-mail,"Potwierdzam, że zapoznałem(-am) się z powyższymi informacjami i przyjmuję je do wiadomości.","Czy wyrażasz zgodę na przetwarzanie danych osobowych w zakresie adresu mailowego w celu realizacji projektu badawczego pt. ""XPM: eXplainable Predictive Maintenance"" i archiwizacji, zgodnie z Rozporządzeniem Parlamentu Europejskiego i Rady (UE) 2016/679 z dnia 27 kwietnia 2016 r. (ogólne  rozporządzenie o ochronie danych) oraz zgodnie z klauzulą informacyjną dołączoną do Twojej zgody?",Czy wyrażasz zgodę na udział w badaniu (ankietowym)?,Jak oceniasz swoją wiedzę na temat dziko rosnących grzybów jadalnych i trujących?,Po czym głównie poznaje się dziko rosnące grzyby jadalne?,Po czym głównie poznaje się dziko rosnące grzyby trujące lub niejadalne?,Skąd pochodzi Twoja wiedza o grzybach dziko rosnących? ,Czy zdarza Ci się zbierać grzyby dziko rosnące?,"Nie mam oporów, by:","Jakie są Twoje umiejętności w zakresie wizualizacji danych, np. tworzenia wykresów, infografik itd.? (Zaznacz maksymalnie dwie odpowiedzi).",Jak oceniasz swoje umiejętności w zakresie analizy danych?,Skąd masz umiejętności w zakresie wizualizacji danych?,Jakie cechy powinna mieć Twoim zdaniem dobrze zrobiona wizualizacja danych?,"Czy na podstawie wykresu jesteś w stanie określić cechy, które najczęściej pojawiają się po jego prawej stronie i sugerują silny wpływ na klasyfikację grzyba jako trującego? Odpowiedz i podaj te cechy.","Czy patrząc na poniższą wizualizację, jesteś w stanie stwierdzić, jakie zmiany w cechach, według analizy kontrfaktycznej, mają największy wpływ na zmianę klasyfikacji grzyba z trującego na jadalny lub odwrotnie? Odpowiedz, opisując te zmiany.","Podaj nazwę kierunku(-ów) studiów, na którym(-ych) studiujesz:","Czy wyrażasz zgodę na udział w testowaniu technik XAI? Później możesz się wycofać, jeśli zmienisz zdanie. Badania przeprowadzane będą od 19 grudnia 2023 r. do 25 lutego 2024 r. na WZiKS UJ, w Instytucie Studiów Informacyjnych UJ. Jeśli wyrazisz wstępną zgodę, poprosimy Cię o podanie kontaktowego adresu mailowego, na który prześlemy formularz z możliwością zapisu na konkretny termin badania i godzinę. Dla uczestników badań jakościowych przewidziane są upominki",participant_id,comment
144,2/20/24 19:04:14,2/20/24 19:23:08,anonymous,Potwierdzam.,Wyrażam zgodę.,Tak.,Wysoko.,"Po wyglądzie całego owocnika, głównie hymenoforu","Hymenofor, zapach, budowa","Kurs grzyboznawczy, kursy uniwersytetu otwartego UW, literatura mykologiczna, indeks fungorum, publikacje w internecie","Tak, często.","Zjeść grzyby kupione w sklepie.;Zjeść grzyby kupione na targu lub na stoisku przy drodze.;Zjeść grzyby zebrane przez członka rodziny lub bliskiego przyjaciela.;Zjeść grzyby, które sam/sama zebrałam/em.;",Potrafię tworzyć proste wizualizacje.;Potrafię interpretować proste wizualizację.;,Średnio.,Studia;Praca;,Czytelna i prosta,"Wykres sugeruje ze ważny jest rozmiar trzonu i kapelusza. Ignoruje inne cechy.


 ",Nie. Nie rozumiem ani pytania ani wykresu...,Ukończyłam nauki polityczne i dziennikarstwo. Aktualnie nie studiuję,Nie.,PK_DE_06,expert
145,2/22/24 12:15:51,2/22/24 12:25:22,anonymous,Potwierdzam.,Wyrażam zgodę.,Tak.,Wysoko.,"Dużo zmiennych, głownie hymenofor, przebarwienia, zapach, środowisko.","Dużo zmiennych, głownie hymenofor, przebarwienia, zapach, środowisko.","Książki, grzyboznawcy, internet, grupy FB, YouTube","Tak, często.","Zjeść grzyby kupione na targu lub na stoisku przy drodze.;Zjeść grzyby zebrane przez członka rodziny lub bliskiego przyjaciela.;Zjeść grzyby kupione w sklepie.;Zjeść grzyby, które sam/sama zebrałam/em.;",Potrafię interpretować zaawansowane wizualizacje.;Potrafię tworzyć proste wizualizacje.;,Wysoko.,Praca;,"Prostota, jasność przekazu.","kolor kapelusza zielony, sposób przyrastania blaszek","pora roku, siedlisko, podstawa trzonu.",Zarządzanie,Tak.,PK_DE_04,expert
146,2/23/24 10:56:55,2/23/24 11:13:44,anonymous,Potwierdzam.,Wyrażam zgodę.,Tak.,Zdecydowanie wysoko.,"Konkretne gatunki grzybów rozpoznaje się po kształcie i kolorze owocników i miejscu występowania, typie hymenoforu, smaku, zapachu i mniej widocznych cechach np. faktura kapelusza, dekoracja trzonu.","Nie ma jednej cechy pozwalającej na rozpoznanie takich grzybów, można jednak założyć, że grzyby które mają bardzo nieprzyjemny smak i zapach nie będą się nadawać do jedzenia, przynajmniej bez specjalnej obróbki. Za  niejadalne można też uznać grzyby o bardzo twardej strukturze, np. niektóre huby, albo niewielkich rozmiarach nie pozwalających na zbiór w celach konsumpcyjnych.","Atlasy książkowe i internetowe, monografie i inne publikacje naukowe, grupy i fora internetowe i inne metody kontaktu z ekspertami","Tak, często.","Zjeść grzyby zebrane przez członka rodziny lub bliskiego przyjaciela.;Zjeść grzyby, które sam/sama zebrałam/em.;Zjeść grzyby kupione na targu lub na stoisku przy drodze.;",Potrafię tworzyć proste wizualizacje.;Potrafię interpretować proste wizualizację.;,Średnio.,Studia;,"Przejrzystość, brak stronniczości (np. zaznaczanie na czerwono cech które uważa się za negatywne), wyraźne zaznaczenie skali, wyraźnie oznaczone danych","Tak, wysokość trzonu w centymetrach, średnica kapelusza w centymetrach i szerokość trzonu w milimetrach",Nie jestem w stanie stwierdzić,Ukończyłem technologię chemiczną,Tak.,PK_DE_07,expert
147,2/23/24 15:55:38,2/23/24 16:43:40,anonymous,Potwierdzam.,Wyrażam zgodę.,Tak.,Wysoko.,"Do identyfikacji niezbędna jest ocena całościowa budowy grzyba (trzonu, kapelusza, hymenoforu, czy też elementów dodatkowych jak pierścień czy pochwa), ponadto znaczenia ma również habitat czy pora występowania. Nie istnieje jeden uniwersalny sposób na rozpoznanie wszystkich dziko rosnących gatunków. ","Do identyfikacji niezbędna jest ocena całościowa budowy grzyba (trzonu, kapelusza, hymenoforu, czy też elementów dodatkowych jak pierścień czy pochwa), ponadto znaczenia ma również habitat czy pora występowania. Nie istnieje jeden uniwersalny sposób na rozpoznanie wszystkich dziko rosnących gatunków. ",Atlasy grzybów oraz grupy tematyczne funkcjonujące w mediach społecznościowych ,"Tak, często.","Zjeść grzyby zebrane przez członka rodziny lub bliskiego przyjaciela.;Zjeść grzyby, które sam/sama zebrałam/em.;",Potrafię tworzyć proste wizualizacje.;Potrafię interpretować proste wizualizację.;,Nie umiem ocenić.,Studia;,"Możliwie przejrzyste przedstawienie danych, z właściwym ich uporządkowaniem. ","Najważniejsze znaczenie wydaje się mieć szerokość trzonu o najwyższym SHAP value, wysokość trzonu wyrażona w centymetrach wydaje się mieć znaczenie jedynie w przypadku wysokich wartości tej cechy.  ",Niestety na podstawie powyższej grafiki nie jestem w stanie stwierdzić jakie cechy wpływają na klasyfikację grzyba z trującego na jadalny. ,"ukończone kierunki: ratownictwo medyczne, pielęgniarstwo,  bezpieczeństwo wewnętrzne 
aktualnie: studia doktoranckie w SDNMiNoZ UJ CM",Tak.,PK_DE_05,expert
148,2/27/24 18:36:43,2/27/24 18:49:37,anonymous,Potwierdzam.,Wyrażam zgodę.,Tak.,Zdecydowanie wysoko.,"Każdy  gatunek  ma swoje cechy takie jak  zapach  , rodzaj trzonu oraz jego ubarwienie  , sposób przyrastania  hymenoforu oraz  cechy organoleptyczne .","Każdy  gatunek  ma swoje cechy takie jak  zapach  , rodzaj trzonu oraz jego ubarwienie  , sposób przyrastania  hymenoforu .","Jestem grzyboznawcą , atlasy , dużo czytam   , grzybami interesuję  się od najmłodszych lat , oraz jestem  częstym bywalcem lasów .","Tak, często.",Zjeść grzyby kupione w sklepie.;Zjeść grzyby zebrane przez członka rodziny lub bliskiego przyjaciela.;,Potrafię tworzyć proste wizualizacje.;Potrafię interpretować proste wizualizację.;,Zdecydowanie wysoko.,Samouczek;,Zawierać  najważniejsze  znaczące  cechy.(Klucze),"I tak i nie  ponieważ  , wiele  zależy od miejsca  występowania  danego gatunku . Czyli  wilgotności  , nasłonecznienia  , strony  świata  ,  roślinności  w miejscu występowania itp. ","Wstępnie tak , ale potrzebna  jest analiza  wzrokowa danego owocnika.",Zakończyłem  edukację,Tak.,PK_DE_08,expert
149,2/28/24 16:02:43,2/28/24 16:14:53,anonymous,Potwierdzam.,Wyrażam zgodę.,Tak.,Zdecydowanie wysoko.,"Po jego budowie , zapachu , kolorze , smaku",Po jego budowie,"Atlasy grzybów , internet. ","Tak, często.","Zjeść grzyby, które sam/sama zebrałam/em.;Zjeść grzyby kupione w sklepie.;Zjeść grzyby kupione na targu lub na stoisku przy drodze.;Zjeść grzyby zebrane przez członka rodziny lub bliskiego przyjaciela.;",Potrafię interpretować proste wizualizację.;,Średnio.,Kursy;,być zrozumiała,na podstawie wysokości trzonu czy średnicy kapelusza nie można ocenić czy grzyb jest jadalny czy trujący,nie rozumie stwierdzenia typ hynemoforu  bez zasnówki  zasnówka jest na trzonie nie na hymenoforze  ,jestem po kursie grzyboznawczym a studiach technicznych,Tak.,PK_DE_03,expert
150,2/29/24 8:33:47,2/29/24 8:58:37,anonymous,Potwierdzam.,Wyrażam zgodę.,Tak.,Wysoko.,"budowa morfologiczna grzyba: kształt kapelusza, hymenoforu, trzonu. Kolor. Czy grzyb się przebarwia, środowisko, zapach, termin owocowania","budowa morfologiczna grzyba: kształt kapelusza, hymenoforu, trzonu (szczególne zwrócenie uwagi na ewentualny pierścień, bulwę u podstawy). Kolor. Czy grzyb się przebarwia, środowisko, zapach, termin owocowania","Studia, kursy i samokształcenie","Tak, często.","Zjeść grzyby, które sam/sama zebrałam/em.;Zjeść grzyby kupione w sklepie.;",Potrafię tworzyć proste wizualizacje.;Potrafię interpretować proste wizualizację.;,Wysoko.,Nie chcę udzielać odpowiedzi.;,"jasna, czytelna, dostosowana do odbiorcy",nie,nie,Biologia,Tak.,PK_DE_09,expert
151,2/29/24 16:46:09,2/29/24 17:02:10,anonymous,Potwierdzam.,Wyrażam zgodę.,Tak.,Wysoko.,"W pierwszej kolejności po ich wyglądzie, cechach charakterystycznych jak kształt kapelusza, rodzaj hymenoforu, trzon itd. Po oznaczeniu gatunku można go zakwalifikować jako jadalny lub nie na podstawie dostępnych informacji, najczęściej w atlasach.","Tak samo jak w wypadku jadalnych - po różnych cechach wyglądu, dopiero po oznaczeniu gatunku można sprawdzić czy jest trujący lub niejadalny.","Początkowo tradycja rodzinna zbierania, później własne doświadczenia i nauka z literatury, w terenie, od specjalistów, z kursów np. mykologicznych czy grzyboznawcy.","Tak, często.","Zjeść grzyby, które sam/sama zebrałam/em.;Zjeść grzyby kupione w sklepie.;",Potrafię tworzyć proste wizualizacje.;Potrafię interpretować proste wizualizację.;,Wysoko.,Studia;Praca;,"przejrzysta, zawierająca minimalną ilość danych potrzebną dla konkretnego zagadnienia, dobrze opisane zmienne","wysokość trzonu, szerokość trzonu, średnica kapelusza","dodanie wartości  - sposobu przyrastania blaszek, typu podstawy trzonu oraz braku zasnówki, zwiększenie szerokości trzonu, zmiana powierzchni trzonu z gładkiej na błyszczącą",aktualnie nie studiuję,Tak.,PK_DE_10,expert
152,3/4/24 17:35:57,3/4/24 18:35:44,anonymous,Potwierdzam.,Wyrażam zgodę.,Tak.,Wysoko.,"- grzyby z hymenoforem gąbczastym są zasadniczo jadalne, poza gatunkami o gorzkim miąższu (które są niejadalne, lecz nie powodują zatruć)
W wypadku gatunków o hymenoforze blaszkowatym:
- owocniki duże, blaszki wolne, białe, trzon z zygzakowatym wzorem, pierścień swobodnie przesuwający się, kapelusz z  dużymi łuseczkami, podstawa trzonu bulwiasta bez pochwy (czubajki) lub
- owocniki krępe, często intensywnie barwne, blaszki białe do kremowych, miąższ łagodny i kruchy (gołąbki) lub
- owocniki krępe, miąższ łagodny i kruchy, kapelusze pomarańczowoczerwone z zielonymi przebarwieniami, mleczko czerwone lub pomarańczowe (mleczaje) lub
- owocnik krępe, białe lub z wyraźnymi, brązowymi włókienkami na kapeluszu, miąższ łagodny o zapachu migdałów, przebarwiający się na czerwono lub nieprzebarwiajacy, blaszki wolne, początkowo różowe, później brunatne do czarnych (pieczarki).","Wystrzegać należy się gatunków o hymenoforze blaszkowatym, w szczególności:
- kapelusze zielone lub oliwkowe, pierścień przyrośnięty, blaszki białe, wolne, trzon bulwiasty z pochwą lub
- kapelusz biały, pierścień przyrośnięty, blaszki białe, wolne, trzon bulwiasty z pochwą, powierzchnia tronu z zygzakowatym, białym ornamentem lub
- kapelusze czerwone, pomarańczowe, brązowe lub żółte z resztkami osłony (w postaci łatek i ""piegow""), trzon z przyrośniętym pierścieniem, blaszki białe, wolne, bulwiaste podstawy trzonów z resztkami osłony zupełnej lub
- owocniki krępe, brązowe, szarobrązowe, blaszki ciemne (ochrowe, brunatne), brzeg kapelusza podwinięty, blaszki zbiegające lub
wszystkie grzyby, których jadalności nie jestem pewien.","literatura mykologiczna, serwisy naukowe, kontakty z zawodowymi mykologami","Tak, często.","Zjeść grzyby, które sam/sama zebrałam/em.;",Potrafię tworzyć proste wizualizacje.;Potrafię interpretować zaawansowane wizualizacje.;,Wysoko.,Praca;,"Wyczerpujący opis (m.in. osi, symboli etc.), wyjaśnienie skrótów.","Ponieważ doczytałem to już chyba wiem (wcześniej nie miałem kontaktu z taką formą prezentacji danych): najwyższy wpływ ma cecha ""wysokość trzonu"", przy czym wysokie wartości tej zmiennej sugerują wysoki wpływ pozytywny na prognozę a niskie - wysoki negatywny; w wypadku średnicy kapelusza mamy sytuację odwrotną: wysokie wartości zmiennej mają umiarkowany wpływ negatywny.","Przykładem zmiennej powodującej zmianę w klasyfikacji jest szerokość trzonu - jej wzrost z 7 na 41 mm powoduje zmianę rozpoznania owocnika. Na podstawie powyższej grafiki trudno określić, czy jest to zmiana wystarczająca, czy model zmienia klasyfikację dopiero po zmianie drugiej cechy (jakościowej) ""powierzchnia trzonu"". Nie wiem także, jak model AI traktuje zmienne, których w pierwszym zbiorze nie zdefiniowano (na logikę, powinien zakładać najgorszą możliwą opcję, czyli wartości przypisane do kategorii ""trujący""). Przy okazji - jeśli cechy dotyczą pojedynczego owocnika to biały hymenofor i czarne zarodniki się wykluczają:D",studiowałem chemię i matematykę (ale statystykę skutecznie ominąłem),Tak.,PK_DE_13,expert
153,4/10/24 11:39:55,4/10/24 12:15:56,anonymous,Potwierdzam.,Wyrażam zgodę.,Tak.,Wysoko.,"Kombinacja cech makroskopowych, środowiskowych i mikroskopowych - analiza kluczy","Kombinacja cech makroskopowych, środowiskowych i mikroskopowych - analiza kluczy","Literatura, amatorskie badania mikroskopowe, wyprawy terenowe, fora internetowe, ","Tak, często.","Zjeść grzyby kupione w sklepie.;Zjeść grzyby zebrane przez członka rodziny lub bliskiego przyjaciela.;Zjeść grzyby, które sam/sama zebrałam/em.;",Potrafię tworzyć zaawansowane wizualizacje.;Potrafię interpretować zaawansowane wizualizacje.;,Wysoko.,Studia;,"przejrzystość, jednoznaczność, prawidłowy opis","Z wykresu wynika że długość trzonu znacząco wpływa na wartość ""grzyb trujący"". Wraz ze wzrostem długości, wzrasta prawdopodobieństwo, że gatunek jest trujący. Podobnie ze średnicą kapelusza i szerokością trzonu. Przy czym średnica wpływa na prawdopodobieństwo tego, ze grzybek jest trujący w sposób odwrotny. Czym mniejszy kapelusz tym może grzyb być trujący.","Jeśli dobrze interpretuję to modyfikacja cech: sposób przyrastania blaszek do trzonu, bulwiasta część trzonu, błyszcząca powierzchnia trzonu,  brak zasnówki oraz szerokość trzonu powodują zwiększenie prawdopodobieństwa że dany gatunek jest trujacy.",Jestem absolwentem PK na kierunku Mechanika i Budowa Maszyn oraz Automatyka i Robotyka. dodatkowo studia podyplomowe z Cyberbezpieczeństwa.,Tak.,PK_DE_02,expert
154,4/10/24 19:34:07,4/10/24 19:48:11,anonymous,Potwierdzam.,Wyrażam zgodę.,Tak.,Średnio.,Po rodzaju hymenoforu,"Po rodzaju hymenoforu (uklad blaszek), Nie ma uniwersalnych metod, w niektorych przypadkach trzeba odgarnac sciolke i zerknac na miejsce wyjscia trzonu ze sciolki","z podrcznikøw, praktyki i prelekcji","Tak, rzadko.","Zjeść grzyby kupione w sklepie.;Zjeść grzyby, które sam/sama zebrałam/em.;",Potrafię tworzyć proste wizualizacje.;Potrafię interpretować proste wizualizację.;,Średnio.,Praca;Studia;,"Powinna byç przejΩysta i czytelna, osie oznaczone, wazne dane powinny byc wyeksponowane","wysokosc trzonu, srednica kapelusza, szerokosc trzonu, kolor mleka",NIe wyglada to jak wizualizacja,Ogrodnictwo,Nie.,PK_DE_12,expert
155,4/10/24 23:08:15,4/10/24 23:39:03,anonymous,Potwierdzam.,Wyrażam zgodę.,Tak.,Wysoko.,"Rozpoznawanie dziko rosnących grzybów jadalnych wymaga dużej ostrożności i dokładnej obserwacji. Należy skupić się na kilku kluczowych aspektach:
Występowanie, wygląd owocnika ( kapelusz, trzon, hymenofor, miąższ, pierścień - obręcz na trzonie, zarodniki)

Jednak nie wszystkie grzyby o jaskrawych kolorach lub nieprzyjemnym zapachu są trujące.
Nie ma uniwersalnej reguły, która określa, czy grzyb jest jadalny.
W przypadku jakichkolwiek wątpliwości co do jadalności grzyba, lepiej go nie zbierać.","Rozpoznawanie dziko rosnących grzybów jadalnych lub trujących wymaga dużej ostrożności i dokładnej obserwacji. Należy skupić się na kilku kluczowych aspektach:
Występowanie, wygląd owocnika ( kapelusz, trzon, hymenofor, miąższ, pierścień - obręcz na trzonie, zarodniki)

Jednak nie wszystkie grzyby o jaskrawych kolorach lub nieprzyjemnym zapachu są trujące.
Nie ma uniwersalnej reguły, która określa, czy grzyb jest jadalny.
W przypadku jakichkolwiek wątpliwości co do jadalności grzyba, lepiej go nie zbierać.","z fachowej literatury, z kursu na grzyboznawcę, z wykładów na studiach i licznych odbytych kursach dotyczących dziedziny mykologii","Tak, często.","Zjeść grzyby, które sam/sama zebrałam/em.;",Potrafię tworzyć proste wizualizacje.;,Wysoko.,Praca;,"Dobrze zrobiona wizualizacja danych to taka, która jest przejrzysta, skuteczna, estetyczna i dodatkowo interaktywna, dostępna i zawiera informacje o źródle danych. Taka wizualizacja ułatwia zrozumienie danych i wyciąganie wniosków, a także zachęca do dalszej analizy.",Pierwsze trzy cechy,W mojej ocenie to nie jest wizualizacja ,nie jestem już studentem,Tak.,PK_DE_11,expert
